team_id,player_id
1610612743,1
1610612757,2
1610612744,3
1610612756,4
1610612737,5
1610612749,6
1610612755,7
1610612749,8
1610612746,9
1610612762,10
1610612746,11
1610612738,12
1610612751,13
1610612742,14
1610612756,15
1610612764,16
1610612741,17
1610612756,18
1610612752,19
1610612749,20
1610612751,21
1610612748,22
1610612755,23
1610612756,24
1610612737,25
1610612754,26
1610612737,27
1610612764,28
1610612751,29
1610612749,30
1610612741,31
1610612743,32
1610612748,33
1610612763,34
1610612766,35
1610612762,36
1610612750,37
1610612744,38
1610612757,39
1610612757,40
1610612763,41
1610612740,42
1610612745,43
1610612754,44
1610612759,45
1610612738,46
1610612758,47
1610612740,48
1610612744,49
1610612746,50
1610612758,51
1610612747,52
1610612762,53
1610612737,54
1610612759,55
1610612762,56
1610612762,57
1610612761,58
1610612755,59
1610612752,60
1610612758,61
1610612757,62
1610612754,63
1610612761,64
1610612762,65
1610612761,66
1610612751,67
1610612755,68
1610612766,69
1610612746,70
1610612766,71
1610612754,72
1610612750,73
1610612759,74
1610612762,75
1610612741,76
1610612740,77
1610612739,78
1610612739,79
1610612746,80
1610612737,81
1610612747,82
1610612763,83
1610612763,84
1610612757,85
1610612749,86
1610612758,87
1610612743,88
1610612758,89
1610612742,90
1610612752,91
1610612748,92
1610612745,93
1610612765,94
1610612758,95
1610612741,96
1610612738,97
1610612756,98
1610612750,99
1610612755,100
1610612754,101
1610612747,102
1610612766,103
1610612761,104
1610612742,105
1610612746,106
1610612757,107
1610612755,108
1610612739,109
1610612754,110
1610612749,111
1610612742,112
1610612765,113
1610612765,114
1610612751,115
1610612747,116
1610612738,117
1610612748,118
1610612737,119
1610612743,120
1610612747,121
1610612766,122
1610612747,123
1610612756,124
1610612738,125
1610612750,126
1610612749,127
1610612742,128
1610612761,129
1610612752,130
1610612765,131
1610612751,132
1610612742,133
1610612741,134
1610612741,135
1610612752,136
1610612762,137
1610612747,138
1610612737,139
1610612763,140
1610612766,141
1610612738,142
1610612759,143
1610612763,144
1610612764,145
1610612756,146
1610612754,147
1610612743,148
1610612760,149
1610612759,150
1610612748,151
1610612764,152
1610612740,153
1610612745,154
1610612744,155
1610612764,156
1610612755,157
1610612744,158
1610612763,159
1610612743,160
1610612760,161
1610612753,162
1610612746,163
1610612750,164
1610612765,165
1610612764,166
1610612761,167
1610612765,168
1610612751,169
1610612760,170
1610612747,171
1610612755,172
1610612759,173
1610612764,174
1610612748,175
1610612751,176
1610612757,177
1610612750,178
1610612743,179
1610612741,180
1610612761,181
1610612763,182
1610612741,183
1610612763,184
1610612752,185
1610612753,186
1610612747,187
1610612744,188
1610612748,189
1610612740,190
1610612745,191
1610612743,192
1610612743,193
1610612750,194
1610612752,195
1610612749,196
1610612742,197
