player_id,first_name,last_name,birth_year,draft_year,draft_pick
794,Chris,Quinn,,,
795,Yakhouba,Diawara,,,
796,Dorell,Wright,,,
797,John,Salmons,,,
798,Tyrus,Thomas,,,
799,Ben,Gordon,,,
800,Brad,Miller,,,
801,Kirk,Hinrich,,,
802,Lindsey,Hunter,,,
803,Aaron,Gray,,,
804,Linton,Johnson,,,
805,Anthony,Roberson,,,
806,Tim,Thomas,,,
807,Samuel,Dalembert,,,
808,Willie,Green,,,
809,Andre,Miller,,,
810,Theo,Ratliff,,,
811,Donyell,Marshall,,,
812,Marreese,Speights,,,
813,Royal,Ivey,,,
814,Reggie,Evans,,,
815,Kareem,Rush,,,
816,Rudy,Fernandez,,,
817,Joel,Przybilla,,,
818,Brandon,Roy,,,
819,Steve,Blake,,,
820,Travis,Outlaw,,,
821,Greg,Oden,,,
822,Sergio,Rodriguez,,,
823,Channing,Frye,,,
824,Jerryd,Bayless,,,
825,Michael,Ruffin,,,
826,Peja,Stojakovic,,,
827,David,West,,,
828,Hilton,Armstrong,,,
829,Rasual,Butler,,,
830,Sean,Marks,,,
831,James,Posey,,,
832,Julian,Wright,,,
833,Antonio,Daniels,,,
834,Ryan,Bowen,,,
835,Devin,Brown,,,
836,Morris,Peterson,,,
837,Bruce,Bowen,,,
838,Tim,Duncan,,,
839,Matt,Bonner,,,
840,Michael,Finley,,,
841,Tony,Parker,,,
842,Kurt,Thomas,,,
843,Roger,Mason Jr.,,,
844,Ime,Udoka,,,
845,Drew,Gooden,,,
846,Fabricio,Oberto,,,
847,Jacque,Vaughn,,,
848,Andrei,Kirilenko,,,
849,Carlos,Boozer,,,
850,Mehmet,Okur,,,
851,Ronnie,Brewer,,,
852,Deron,Williams,,,
853,Brevin,Knight,,,
854,CJ,Miles,,,
855,Matt,Harpring,,,
856,Ronnie,Price,,,
857,Jarron,Collins,,,
858,Tayshaun,Prince,,,
859,Antonio,McDyess,,,
860,Rasheed,Wallace,,,
861,Richard,Hamilton,,,
862,Rodney,Stuckey,,,
863,Will,Bynum,,,
864,Jason,Maxiell,,,
865,Arron,Afflalo,,,
866,Walter,Herrmann,,,
867,Amir,Johnson,,,
868,Kwame,Brown,,,
869,Walter,Sharpe,,,
870,Jamario,Moon,,,
871,Kyrylo,Fesenko,,,
872,Speedy,Claxton,,,
873,Dikembe,Mutombo,,,
874,Leon,Powe,,,
875,Ryan,Anderson,,,
876,Trenton,Hassell,,,
877,Keyon,Dooling,,,
878,Chris,Douglas-Roberts,,,
879,Jarvis,Hayes,,,
880,Maurice,Ager,,,
881,Bobby,Simmons,,,
882,Josh,Boone,,,
883,Yi,Jianlian,,,
884,Sean,Williams,,,
885,Devin,Harris,,,
886,Al,Harrington,,,
887,David,Lee,,,
888,Jared,Jeffries,,,
889,Chris,Duhon,,,
890,Quentin,Richardson,,,
891,Nate,Robinson,,,
892,Larry,Hughes,,,
893,Chris,Wilcox,,,
894,Joe,Crawford,,,
895,Mouhamed,Sene,,,
896,Chris,Hunter,,,
897,Andres,Nocioni,,,
898,Jason,Thompson,,,
899,Ike,Diogu,,,
900,Francisco,Garcia,,,
901,Beno,Udrih,,,
902,Bobby,Jackson,,,
903,Rashad,McCants,,,
904,Donte,Greene,,,
905,Cedric,Simmons,,,
906,Calvin,Booth,,,
907,Spencer,Hawes,,,
908,Kevin,Martin,,,
909,Brian,Cardinal,,,
910,Mark,Madsen,,,
911,Jason,Collins,,,
912,Mike,Miller,,,
913,Kevin,Ollie,,,
914,Sebastian,Telfair,,,
915,Craig,Smith,,,
916,Ryan,Gomes,,,
917,Rodney,Carney,,,
918,Shelden,Williams,,,
919,Bobby,Brown,,,
920,Kelenna,Azubuike,,,
921,Anthony,Randolph,,,
922,Ronny,Turiaf,,,
923,Anthony,Morrow,,,
924,C.J.,Watson,,,
925,Andris,Biedrins,,,
926,Rob,Kurz,,,
927,Monta,Ellis,,,
928,Corey,Maggette,,,
929,Brandan,Wright,,,
930,Matt,Barnes,,,
931,Grant,Hill,,,
932,Shaquille,O'Neal,,,
933,Jason,Richardson,,,
934,Steve,Nash,,,
935,Leandro,Barbosa,,,
936,Lou,Amundson,,,
937,Stromile,Swift,,,
938,Alando,Tucker,,,
939,Nenad,Krstic,,,
940,Shaun,Livingston,,,
941,Nick,Collison,,,
942,Earl,Watson,,,
943,Kyle,Weaver,,,
944,DJ,White,,,
945,Damien,Wilkins,,,
946,Chucky,Atkins,,,
947,Malik,Rose,,,
948,Fred,Jones,,,
949,Marcus,Camby,,,
950,Chris,Kaman,,,
951,Baron,Davis,,,
952,Mike,Taylor,,,
953,Steve,Novak,,,
954,Alex,Acker,,,
955,Mardy,Collins,,,
956,Zach,Randolph,,,
957,Brian,Skinner,,,
958,Melvin,Ely,,,
959,Gerald,Wallace,,,
960,Boris,Diaw,,,
961,Nazr,Mohammed,,,
962,Raymond,Felton,,,
963,Emeka,Okafor,,,
964,DeSagana,Diop,,,
965,Dontell,Jefferson,,,
966,Juwan,Howard,,,
967,Vladimir,Radmanovic,,,
968,Sean,May,,,
969,Cartier,Martin,,,
970,Mark,Blount,,,
971,Darrell,Arthur,,,
972,O.J.,Mayo,,,
973,Hakim,Warrick,,,
974,Marko,Jaric,,,
975,Darko,Milicic,,,
976,Hamed,Haddadi,,,
977,Greg,Buckner,,,
978,Darius,Miles,,,
979,Quinton,Ross,,,
980,Richard,Jefferson,,,
981,Dan,Gadzuric,,,
982,Charlie,Bell,,,
983,Ramon,Sessions,,,
984,Francisco,Elson,,,
985,Charlie,Villanueva,,,
986,Joe,Alexander,,,
987,Luke,Ridnour,,,
988,Malik,Allen,,,
989,Keith,Bogans,,,
990,Damon,Jones,,,
991,Danny,Granger,,,
992,Troy,Murphy,,,
993,Roy,Hibbert,,,
994,Brandon,Rush,,,
995,Jarrett,Jack,,,
996,Jeff,Foster,,,
997,T.J.,Ford,,,
998,Josh,McRoberts,,,
999,Stephen,Graham,,,
1000,Rasho,Nesterovic,,,
1001,Travis,Diener,,,
1002,Maceo,Baston,,,
1003,Lorenzen,Wright,,,
1004,Jawad,Williams,,,
1005,Shawn,Marion,,,
1006,Chris,Bosh,,,
1007,Patrick,O'Bryant,,,
1008,Anthony,Parker,,,
1009,Jose,Calderon,,,
1010,Pops,Mensah-Bonsu,,,
1011,Roko,Ukic,,,
1012,Joey,Graham,,,
1013,Jason,Kapono,,,
1014,Jake,Voskuhl,,,
1015,Andrea,Bargnani,,,
1016,Quincy,Douby,,,
1017,Caron,Butler,,,
1018,Darius,Songaila,,,
1019,Dominic,McGuire,,,
1020,Javaris,Crittenton,,,
1021,Oleksiy,Pecherov,,,
1022,Juan,Dixon,,,
1023,Nick,Young,,,
1024,Gilbert,Arenas,,,
1025,Andray,Blatche,,,
1026,Brendan,Haywood,,,
1027,Antawn,Jamison,,,
1028,Robert,Swift,,,
1029,Al,Thornton,,,
1030,Marcus,Williams,,,
1031,DeMarcus,Nelson,,,
1032,Courtney,Sims,,,
1033,Sonny,Weems,,,
1034,Eddy,Curry,,,
1035,Ricky,Davis,,,
1036,Will,Solomon,,,
1037,Manu,Ginobili,,,
1038,JJ,Hickson,,,
1039,Stephen,Jackson,,,
1040,Randy,Foye,,,
1041,Raja,Bell,,,
1042,Kevin,Garnett,,,
1043,Allen,Iverson,,,
1044,Shavlik,Randolph,,,
1045,Luther,Head,,,
1046,Nathan,Jawai,,,
1047,Demetris,Nichols,,,
1048,Marcus,Banks,,,
1049,Cheikh,Samb,,,
1050,Jermareo,Davidson,,,
1051,Devean,George,,,
1052,Marquis,Daniels,,,
1053,J.R.,Giddens,,,
1054,Malik,Hairston,,,
1055,Chris,Mihm,,,
1056,Luol,Deng,,,
1057,Kosta,Koufos,,,
1058,Etan,Thomas,,,
1059,Alexis,Ajinca,,,
1060,DeShawn,Stevenson,,,
1061,Sun,Sun,,,
1062,Trey,Johnson,,,
1063,Eddie,Gill,,,
1064,Kenny,Thomas,,,
1065,Jerry,Stackhouse,,,
1066,Amar'e,Stoudemire,,,
1067,Sam,Cassell,,,
1068,Jerome,James,,,
1069,Morris,Almond,,,
1070,Tracy,McGrady,,,
1071,Sean,Singletary,,,
1072,Al,Jefferson,,,
1073,Mike,Dunleavy,,,
1074,Elton,Brand,,,
1075,Eduardo,Najera,,,
1076,Andrew,Bogut,,,
1077,Desmond,Mason,,,
1078,Austin,Croshere,,,
1079,Michael,Redd,,,
1080,Kris,Humphries,,,
1081,Shawne,Williams,,,
1082,Steve,Francis,,,
1083,Paul,Davis,,,
1084,Hassan,Adams,,,
1085,Steven,Hill,,,
1086,Dee,Brown,,,
1087,Blake,Ahearn,,,
1088,Antoine,Walker,,,
1089,Dwayne,Jones,,,
1090,Martell,Webster,,,
1091,Cuttino,Mobley,,,
1092,Desmon,Farmer,,,
1093,Andre,Brown,,,
1094,Coby,Karl,,,
1095,John,Lucas III,,,
1096,Patrick,Ewing,,,
1097,Brian,Hamilton,,,
1098,Julius,Hodge,,,
1099,Chris,Richard,,,
1100,Roger,Powell,,,
1101,Salim,Stoudamire,,,
1102,JaJuan,Smith,,,
1103,Jelani,McCoy,,,
1104,Robert,Hite,,,
1105,CJ,Giles,,,
1106,Justin,Williams,,,
1107,James,Mays,,,
1108,Mateen,Cleaves,,,
1109,Nick,Fazekas,,,
1110,Ruben,Patterson,,,
1111,Smush,Parker,,,
1112,Dan,Grunfeld,,,
1113,Brandon,Heath,,,
1114,Antywane,Robinson,,,
1115,Charles,Rhodes,,,
1116,Reyshawn,Terry,,,
1117,Darryl,Watkins,,,
1118,DerMarr,Johnson,,,
1119,Josh,Davis,,,
1120,DJ,Strawberry,,,
1121,Mike,Harris,,,
1122,Dan,Dickau,,,
1123,Richard,Hendrix,,,
1124,Matt,Freije,,,
1125,Cheyne,Gadson,,,
1126,Ronald,Dupree,,,
1127,Vernon,Hamilton,,,
1128,Charles,Gaines,,,
1129,Devin,Green,,,
1130,Mike,Wilks,,,
1131,Ron,Howard,,,
1132,Gabe,Muoneke,,,
1133,Gerry,McNamara,,,
1134,Kevin,Lyde,,,
1135,Curtis,Sumpter,,,
1136,Jared,Jordan,,,
1137,Chris,Alexander,,,
1138,Derrick,Byars,,,
1139,David,Padgett,,,
1140,Jamaal,Tatum,,,
1141,Luke,Jackson,,,
1142,Bobby,Jones,,,
1143,Noel,Felix,,,
1144,Rafael,Araujo,,,
1145,Kevin,Kruger,,,
1146,Donell,Taylor,,,
1147,Darius,Washington,,,
1148,Elton,Brown,,,
1149,Jared,Reiner,,,
1150,David,Noel,,,
1151,Dion,Dowell,,,
1152,Adrian,Griffin,,,
1153,Malick,Badiane,,,
1154,Taj,McCullough,,,
1155,Coleman,Collins,,,
1156,Lance,Allred,,,
1157,Jamal,Sampson,,,
1158,Brent,Petway,,,
1159,Kai,Zhang,,,
1160,TJ,Cummings,,,
1161,Eddie,Basden,,,
1162,Omar,Barlett,,,
1163,Ira,Newble,,,
1164,P.J.,Brown,,,
1165,Robert,Horry,,,
1166,Damon,Stoudamire,,,
1167,Jannero,Pargo,,,
1168,Bonzi,Wells,,,
1169,Billy,Thomas,,,
1170,Carlos,Arroyo,,,
1171,Pat,Garrity,,,
1172,James,Augustine,,,
1173,Josh,Childress,,,
1174,Jason,Smith,,,
1175,Gordan,Giricek,,,
1176,Eric,Piatkowski,,,
1177,Eddie,Jones,,,
1178,Carlos,Delfino,,,
1179,Primoz,Brezec,,,
1180,Loren,Woods,,,
1181,Aaron,Williams,,,
1182,Kirk,Snyder,,,
1183,Awvee,Storey,,,
1184,Michael,Doleac,,,
1185,Juan,Carlos Navarro,,,
1186,Casey,Jacobsen,,,
1187,Bostjan,Nachbar,,,
1188,Darrell,Armstrong,,,
1189,Stephane,Lasme,,,
1190,Kasib,Powell,,,
1191,Earl,Barron,,,
1192,Jason,Williams,,,
1193,Alexander,Johnson,,,
1194,Earl,Boykins,,,
1195,Derek,Anderson,,,
1196,Othella,Harrington,,,
1197,David,Harrison,,,
1198,Andre,Owens,,,
1199,Raef,LaFrentz,,,
1200,Kosta,Perovic,,,
1201,Chris,Webber,,,
1202,Taurean,Green,,,
1203,Darrick,Martin,,,
1204,Mickael,Gelabale,,,
1205,Eric,Snow,,,
1206,Kaniel,Dickens,,,
1207,Andre,Barrett,,,
1208,Alonzo,Mourning,,,
1209,Scot,Pollard,,,
1210,Jeff,McInnis,,,
1211,JamesOn,Curry,,,
1212,Marcus,Vinicius,,,
1213,Jamaal,Tinsley,,,
1214,Viktor,Khryapa,,,
1215,Adam,Haluska,,,
1216,Guillermo,Diaz,,,
1217,Richie,Frahm,,,
1218,Keith,Langford,,,
1219,Troy,Hudson,,,
1220,Anfernee,Hardaway,,,
1221,Orien,Greene,,,
1222,Shareef,Abdur-Rahim,,,
1223,Bo,Outlaw,,,
1224,Jorge,Garbajosa,,,
1225,Brandon,Wallace,,,
1226,Mustafa,Shakur,,,
1227,David,Wesley,,,
1228,Justin,Reed,,,
1229,Yaroslav,Korolev,,,
1230,Steven,Smith,,,
1231,Sammy,Mejia,,,
1232,Walker,Russell,,,
1233,Jackie,Manuel,,,
1234,Brian,Chase,,,
1235,Marcus,Slaughter,,,
1236,Kris,Lang,,,
1237,Lukasz,Obrzut,,,
1238,Darvin,Ham,,,
1239,Jared,Newson,,,
1240,Mike,Hall,,,
1241,Chris,Ellis,,,
1242,Herbert,Hill,,,
1243,Jared,Homan,,,
1244,Jermaine,Jackson,,,
1245,Jackie,Butler,,,
1246,Andre,Patterson,,,
1247,Larry,Turner,,,
1248,Jameel,Watkins,,,
1249,Darius,Rice,,,
1250,Jumaine,Jones,,,
1251,Mile,Ilic,,,
1252,Anthony,Lever-Pedroza,,,
1253,Tierre,Brown,,,
1254,Damone,Brown,,,
1255,Donnell,Harvey,,,
1256,Allan,Houston,,,
1257,Brad,Stricker,,,
1258,Stacey,Augmon,,,
1259,John,Edwards,,,
1260,Tony,Massenburg,,,
1261,Pat,Burke,,,
1262,Rod,Benson,,,
1263,JR,Pinnock,,,
1264,Deji,Akindele,,,
1265,Adam,Parada,,,
1266,Brandon,Robinson,,,
1267,Nik,Caner-Medley,,,
1268,Rashid,Byrd,,,
1269,Torrell,Martin,,,
1270,Kimani,Ffriend,,,
1271,Esteban,Batista,,,
1272,Anthony,Richardson,,,
1273,Chet,Mason,,,
1274,Jamon,Lucas,,,
1275,Willie,Deane,,,
1276,Joseph,Blair,,,
1277,Gerald,Fitch,,,
1278,Wayne,Simien,,,
1279,Dale,Davis,,,
1280,Jalen,Rose,,,
1281,Clifford,Robinson,,,
1282,Michael,Sweetney,,,
1283,Sarunas,Jasikevicius,,,
1284,Bernard,Robinson,,,
1285,Vassilis,Spanoulis,,,
1286,Jake,Tsakalidis,,,
1287,Kevin,Willis,,,
1288,Shammond,Williams,,,
1289,Gary,Payton,,,
1290,Keith,McLeod,,,
1291,Rawle,Marshall,,,
1292,Marc,Jackson,,,
1293,Daniel,Ewing,,,
1294,Will,Conroy,,,
1295,Randy,Livingston,,,
1296,Danny,Fortson,,,
1297,Luke,Schenscher,,,
1298,Junior,Harrington,,,
1299,Lawrence,Roberts,,,
1300,Bracey,Wright,,,
1301,Vitaly,Potapenko,,,
1302,Corliss,Williamson,,,
1303,Allan,Ray,,,
1304,Lynn,Greer,,,
1305,Damir,Markota,,,
1306,Kelvin,Cato,,,
1307,Alan,Anderson,,,
1308,Alan,Henderson,,,
1309,Uros,Slokar,,,
1310,Pape,Sow,,,
1311,Slava,Medvedenko,,,
1312,Kevinn,Pinkney,,,
1313,Will,Blalock,,,
1314,Aaron,McKie,,,
1315,Zeljko,Rebraca,,,
1316,Michael,Olowokandi,,,
1317,Scott,Padgett,,,
1318,Eddie,Griffin,,,
1319,Eric,Williams,,,
1320,James,Lang,,,
1321,Doug,Christie,,,
1322,Renaldo,Major,,,
1323,Alvin,Williams,,,
1324,Dijon,Thompson,,,
1325,Maurice,Taylor,,,
1326,Andreas,Glyniadakis,,,
1327,Chris,McCray,,,
1328,Cedric,Bozeman,,,
1329,Ivan,McFarlin,,,
1330,Dajuan,Wagner,,,
1331,Vin,Baker,,,
1332,Ha,Ha,,,
1333,Kevin,Burleson,,,
1334,Martynas,Andriuskevicius,,,
1335,Hiram,Fuller,,,
1336,Matt,Walsh,,,
1337,Vincent,Grier,,,
1338,Ryan,Humphrey,,,
1339,Zendon,Hamilton,,,
1340,Milone,Clark,,,
1341,Nikoloz,Tskitishvili,,,
1342,Paul,Miller,,,
1343,Rick,Brunson,,,
1344,Luis,Flores,,,
1345,Charles,Lee,,,
1346,Jamar,Smith,,,
1347,Melvin,Sanders,,,
1348,Antoine,Hood,,,
1349,Antonio,Burks,,,
1350,Ndudi,Ebi,,,
1351,Lamond,Murray,,,
1352,Milt,Palacio,,,
1353,Tyrone,Ellis,,,
1354,Jay,Williams,,,
1355,Dawan,Robinson,,,
1356,Zarko,Cabarkapa,,,
1357,Scooter,McFadgon,,,
1358,Olu,Famutimi,,,
1359,Rich,Melzer,,,
1360,Michaela,Pavlickova,,,
1361,Michelle,Snow,,,
1362,Jimmie,Hunter,,,
1363,Paul,Shirley,,,
1364,Akin,Akingbala,,,
1365,Kevin,Pittsnogle,,,
1366,Daniel,Horton,,,
1367,Donta,Smith,,,
1368,Matt,Haryasz,,,
1369,Davin,White,,,
1370,Rick,Rickert,,,
1371,Sean,Lampley,,,
1372,Cezary,Trybanski,,,
1373,LaVell,Blanchard,,,
1374,Brandon,Bowman,,,
1375,Denham,Brown,,,
1376,Rob,Griffin,,,
1377,Pat,Carroll,,,
1378,Brandon,Hunter,,,
1379,Ondrej,Starosta,,,
1380,Pooh,Jeter,,,
1381,Kenny,Adeleke,,,
1382,Laron,Profit,,,
1383,Joe,Shipp,,,
1384,Shandon,Anderson,,,
1385,Keith,Van Horn,,,
1386,Brian,Grant,,,
1387,Tony,Delk,,,
1388,Nick,Van Exel,,,
1389,Walter,McCarty,,,
1390,John,Thomas,,,
1391,Zoran,Planinic,,,
1392,Jim,Jackson,,,
1393,Toni,Kukoc,,,
1394,Jiri,Welsch,,,
1395,Ervin,Johnson,,,
1396,Howard,Eisley,,,
1397,Boniface,Ndong,,,
1398,Maciej,Lampe,,,
1399,Moochie,Norris,,,
1400,Marcus,Fizer,,,
1401,Arvydas,Macijauskas,,,
1402,Voshon,Lenard,,,
1403,Calbert,Cheaney,,,
1404,Greg,Ostertag,,,
1405,Pavel,Podkolzin,,,
1406,Anthony,Grundy,,,
1407,Qyntel,Woods,,,
1408,Derrick,Zimmerman,,,
1409,Michael,Bradley,,,
1410,Lonny,Baxter,,,
1411,Jackson,Vroman,,,
1412,Sergei,Monia,,,
1413,Reece,Gaines,,,
1414,Robert,Whaley,,,
1415,Antonio,Davis,,,
1416,Mario,Kasun,,,
1417,Bryon,Russell,,,
1418,Charles,Smith,,,
1419,Jon,Barry,,,
1420,James,Thomas,,,
1421,Terence,Morris,,,
1422,Chris,Taft,,,
1423,Peter,John Ramos,,,
1424,Lee,Nailon,,,
1425,Randy,Holcomb,,,
1426,Sean,Banks,,,
1427,Samaki,Walker,,,
1428,Aaron,Miles,,,
1429,Sharrod,Ford,,,
1430,Kevin,Pritchard,,,
1431,Alex,Scales,,,
1432,Jonathan,Bender,,,
1433,Anthony,Goldwire,,,
1434,Deng,Gai,,,
1435,Jamal,Mashburn,,,
1436,Curtis,Borchardt,,,
1437,Jahidi,White,,,
1438,Obinna,Ekezie,,,
1439,Lionel,Chalmers,,,
1440,Tommy,Smith,,,
1441,Corey,Williams,,,
1442,Toree,Morris,,,
1443,Bernie,Bickerstaff,,,
1444,Tony,Bobbitt,,,
1445,Spencer,Nelson,,,
1446,Alex,Garcia,,,
1447,Andre,Emmett,,,
1448,Jamison,Brewer,,,
1449,Otis,George,,,
1450,Steven,Barber,,,
1451,Scott,Skiles,,,
1452,Justin,Davis,,,
1453,Ray,Young,,,
1454,Rodney,White,,,
1455,Yuta,Tabuse,,,
1456,Mark,Ayotte,,,
1457,Violet,Palmer,,,
1458,Luis,Grillo,,,
1459,Jeff,Van Gundy,,,
1460,Eric,Chenowith,,,
1461,Antonio,Meeking,,,
1462,Eric,Sandrin,,,
1463,Adam,Chubb,,,
1464,Arthur,Johnson,,,
1465,Ben,Handlogten,,,
1466,Ricky,Shields,,,
1467,Ruben,Boumtje-Boumtje,,,
1468,Ajani,Williams,,,
1469,Lucas,Tischer,,,
1470,D'or,Fischer,,,
1471,Jason,Capel,,,
1472,Nigel,Dixon,,,
1473,Theron,Smith,,,
1474,Steve,Castleberry,,,
1475,Bryant,Matthews,,,
1476,Robert,Pack,,,
1477,Fred,Vinson,,,
1478,Mark,Pope,,,
1479,Erik,Daniels,,,
1480,Mamadou,N'diaye,,,
1481,Kennedy,Winston,,,
1482,Filiberto,Rivera,,,
1483,Ken,Johnson,,,
1484,Troy,Bell,,,
1485,Sam,Clancy,,,
1486,Cory,Violette,,,
1487,Todd,Day,,,
1488,Marcus,Campbell,,,
1489,Matt,Nelson,,,
1490,Kyle,Bailey,,,
1491,Herve,Lamizana,,,
1492,Jason,Collier,,,
1493,Mark,Strickland,,,
1494,Mark,Karcher,,,
1495,Felipe,Lopez,,,
1496,Erick,Strickland,,,
1497,Mengke,Bateer,,,
1498,Kevin,Braswell,,,
1499,Elden,Campbell,,,
1500,Glenn,Robinson,,,
1501,Christian,Laettner,,,
1502,Shawn,Bradley,,,
1503,Reggie,Miller,,,
1504,Anthony,Peeler,,,
1505,Bob,Sura,,,
1506,Clar.,Weatherspoon,,,
1507,Lawrence,Funderburke,,,
1508,Wesley,Person,,,
1509,Rodney,Rogers,,,
1510,Travis,Best,,,
1511,Rodney,Buford,,,
1512,Jabari,Smith,,,
1513,Mark,Jones,,,
1514,Tom,Gugliotta,,,
1515,Predrag,Drobnjak,,,
1516,Michael,Stewart,,,
1517,George,Lynch,,,
1518,Robert,Traylor,,,
1519,Lucious,Harris,,,
1520,Omar,Cook,,,
1521,Vlade,Divac,,,
1522,Horace,Jenkins,,,
1523,Cory,Alexander,,,
1524,Torraye,Braggs,,,
1525,Jerome,Williams,,,
1526,Bruno,Sundov,,,
1527,Latrell,Sprewell,,,
1528,Fred,Hoiberg,,,
1529,Daniel,Santiago,,,
1530,Wang,Zhi-zhi,,,
1531,Dion,Glover,,,
1532,Maurice,Baker,,,
1533,Kenny,Anderson,,,
1534,Frank,Williams,,,
1535,Andrew,DeClercq,,,
1536,Ron,Mercer,,,
1537,Scott,Williams,,,
1538,Rod,Strickland,,,
1539,Jerome,Moiso,,,
1540,Raul,Lopez,,,
1541,Kedrick,Brown,,,
1542,Kerry,Kittles,,,
1543,Ibrahim,Kutluay,,,
1544,Courtney,Alexander,,,
1545,Michael,Curry,,,
1546,Brandin,Knight,,,
1547,Corsley,Edwards,,,
1548,Kendall,Gill,,,
1549,Aleksandar,Radojevic,,,
1550,Ansu,Sesay,,,
1551,Kirk,Penney,,,
1552,Charlie,Ward,,,
1553,Marcus,Haislip,,,
1554,Geno,Carlisle,,,
1555,Tamar,Slay,,,
1556,Tremaine,Fowlkes,,,
1557,Britton,Johnsen,,,
1558,Derrick,Coleman,,,
1559,Tim,Pickett,,,
1560,Anthony,Miller,,,
1561,Romain,Sato,,,
1562,Alton,Ford,,,
1563,David,Bluthenthal,,,
1564,Ricky,Minard,,,
1565,Marcus,Hatten,,,
1566,Jason,Sasser,,,
1567,Rashad,Wright,,,
1568,Brandon,Williams,,,
1569,Juaquin,Hawkins,,,
1570,Trajan,Langdon,,,
1571,Vladimir,Stepania,,,
1572,Jason,Miskiri,,,
1573,Jerome,Beasley,,,
1574,Derrick,Dial,,,
1575,Galen,Young,,,
1576,Derek,Hood,,,
1577,Marque,Perry,,,
1578,Tracy,Murray,,,
1579,Blake,Stepp,,,
1580,David,Hawkins,,,
1581,Nate,Williams,,,
1582,Brandon,Armstrong,,,
1583,Mitchell,Butler,,,
1584,Anwar,Ferguson,,,
1585,Tony,Bland,,,
1586,Ike,Nwankwo,,,
1587,Jerry,Dupree,,,
1588,Nate,Johnson,,,
1589,Neil,Yanke,,,
1590,Rick,Fox,,,
1591,Karl,Malone,,,
1592,Oliver,Miller,,,
1593,Gary,Trent,,,
1594,Maurice,Carter,,,
1595,Mark,Jackson,,,
1596,Dana,Barros,,,
1597,Amal,McCaskill,,,
1598,Sean,Rooks,,,
1599,Corie,Blount,,,
1600,Robert,Archibald,,,
1601,Desmond,Ferguson,,,
1602,J.R.,Bremer,,,
1603,Avery,Johnson,,,
1604,Popeye,Jones,,,
1605,Chris,Crawford,,,
1606,Travis,Hansen,,,
1607,Ernest,Brown,,,
1608,John,Wallace,,,
1609,Jeff,Trepagnier,,,
1610,Doug,Overton,,,
1611,Chris,Jefferies,,,
1612,Eddie,Robinson,,,
1613,Leon,Smith,,,
1614,Charles,Oakley,,,
1615,Chris,Whitney,,,
1616,Hubert,Davis,,,
1617,Horace,Grant,,,
1618,Bimbo,Coles,,,
1619,Rusty,LaRue,,,
1620,Desmond,Penigar,,,
1621,Chris,Mills,,,
1622,Bryce,Drew,,,
1623,Keon,Clark,,,
1624,Scottie,Pippen,,,
1625,Paul,Grant,,,
1626,Slavko,Vranes,,,
1627,Glen,Rice,,,
1628,John,Amaechi,,,
1629,Olden,Polynice,,,
1630,Monty,Williams,,,
1631,Cherokee,Parks,,,
1632,Quincy,Lewis,,,
1633,Dan,Langhi,,,
1634,Tyrone,Hill,,,
1635,Shane,Heal,,,
1636,Carl,English,,,
1637,Michael,Smith,,,
1638,Peter,Cornell,,,
1639,Chris,Carr,,,
1640,Justin,Hamilton,,,
1641,Ronald,Blackshear,,,
1642,Travis,Knight,,,
1643,A.J.,Guyton,,,
1644,Tang,Hamilton,,,
1645,Jon,Stefansson,,,
1646,Tariq,Abdul-Wahad,,,
1647,Rick,Apodaca,,,
1648,Nick,Sheppard,,,
1649,Joe,Crispin,,,
1650,Robb,Dryden,,,
1651,David,Jackson,,,
1652,Jason,Jennings,,,
1653,Richard,Jeter,,,
1654,Shelton,Jones,,,
1655,Ademola,Okulaja,,,
1656,Demetrius,Alexander,,,
1657,Jermaine,Boyette,,,
1658,Lavor,Postell,,,
1659,Cole,Aldrich,,,
1660,Lazar,Hayward,,,
1661,Norris,Cole,,,
1662,Terrel,Harris,,,
1663,Greg,Stiemsma,,,
1664,Dexter,Pittman,,,
1665,Tiago,Splitter,,,
1666,Gary,Neal,,,
1667,DeJuan,Blair,,,
1668,James,Anderson,,,
1669,Lavoy,Allen,,,
1670,Jodie,Meeks,,,
1671,Craig,Brackins,,,
1672,Xavier,Silas,,,
1673,Darren,Collison,,,
1674,Tyler,Hansbrough,,,
1675,Jeff,Ayres,,,
1676,AJ,Price,,,
1677,Lance,Stephenson,,,
1678,Sam,Young,,,
1679,Jordan,Hill,,,
1680,Devin,Ebanks,,,
1681,Andrew,Goudelock,,,
1682,Darius,Morris,,,
1683,Trey,Thompkins,,,
1684,Quincy,Pondexter,,,
1685,Dante,Cunningham,,,
1686,Lester,Hudson,,,
1687,Josh,Selby,,,
1688,Kenneth,Faried,,,
1689,Timofey,Mozgov,,,
1690,Ty,Lawson,,,
1691,Jordan,Hamilton,,,
1692,Julyan,Stone,,,
1693,Omer,Asik,,,
1694,Ivan,Johnson,,,
1695,Christian,Eyenga,,,
1696,Landry,Fields,,,
1697,Toney,Douglas,,,
1698,Josh,Harrellson,,,
1699,Jerome,Jordan,,,
1700,Daniel,Orton,,,
1701,Earl,Clark,,,
1702,Justin,Harper,,,
1703,Jeremy,Evans,,,
1704,Rodrigue,Beaubois,,,
1705,Travis,Leslie,,,
1706,Jerome,Dyson,,,
1707,Greivis,Vasquez,,,
1708,Gustavo,Ayon,,,
1709,Xavier,Henry,,,
1710,Chase,Budinger,,,
1711,Greg,Smith,,,
