player_id,first_name,last_name,birth_year,draft_year,draft_pick
507,Jahmi'us,Ramsey,,,
508,Kyle,Guy,,,
509,Robert,Woodard II,,,
510,Maurice,Harkless,,,
511,Justin,James,,,
512,Devontae,Cacok,,,
513,Deividas,Sirvydis,,,
514,Elijah,Hughes,,,
515,Kostas,Antetokounmpo,,,
516,JJ,Redick,,,
517,Rodions,Kurucs,,,
518,James,Ennis III,,,
519,PJ,Dozier,,,
520,OG,Anunoby,,,
521,Sean,McDermott,,,
522,Robert,Franks,,,
523,Mason,Jones,,,
524,Chris,Silva,,,
525,Zach,Collins,,,
526,Matthew,Dellavedova,,,
527,Devin,Cannady,,,
528,Justin,Robinson,,,
529,Brian,Bowen II,,,
530,Troy,Brown Jr.,,,
531,Malik,Fitts,,,
532,Karim,Mane,,,
533,Isaiah,Thomas,,,
534,Patrick,McCaw,,,
535,Jerome,Robinson,,,
536,Will,Magnay,,,
537,Greg,Whittington,,,
538,Otto,Porter Jr.,,,
539,Quinn,Cook,,,
540,Markelle,Fultz,,,
541,Jonathan,Isaac,,,
542,Terrance,Ferguson,,,
543,Vincent,Poirier,,,
544,Jalen,Lecque,,,
545,Meyers,Leonard,,,
546,Tyrell,Terry,,,
547,Anzejs,Pasecniks,,,
548,Dante,Exum,,,
549,Thon,Maker,,,
550,Marques,Bolden,,,
551,Dakota,Mathias,,,
552,Jordan,Bone,,,
553,Bruno,Caboclo,,,
554,T.J.,Warren,,,
555,Spencer,Dinwiddie,,,
556,Marquese,Chriss,,,
557,Jaylen,Adams,,,
558,Henry,Ellenson,,,
559,Andre,Roberson,,,
560,Iman,Shumpert,,,
561,Noah,Vonleh,,,
562,Ray,Spalding,,,
563,Frank,Mason,,,
564,Ashton,Hagans,,,
565,Chris,Clemons,,,
566,Omari,Spellman,,,
567,Xavier,Sneed,,,
568,Javin,DeLaurier,,,
569,Kahlil,Whitney,,,
570,Keandre,Cook,,,
571,Jon,Teske,,,
572,Dzanan,Musa,,,
573,Ahmad,Caver,,,
574,Shaq,Buchanan,,,
575,Bennie,Boatwright,,,
576,Justin,Anderson,,,
577,Naz,Mitrou-Long,,,
578,Rayshaun,Hammonds,,,
579,BJ,Johnson,,,
580,Levi,Randolph,,,
581,Matt,Mooney,,,
582,Charles,Matthews,,,
583,Myles,Powell,,,
584,Bryce,Brown,,,
585,Michael,Kidd-Gilchrist,,,
586,Paul,Eboua,,,
587,Elie,Okobo,,,
588,Amile,Jefferson,,,
589,Nik,Stauskas,,,
590,Treveon,Graham,,,
591,Rawle,Alkins,,,
592,Ike,Anigbogu,,,
593,Tony,Carr,,,
594,Jarrod,Uthoff,,,
595,Simisola,Shittu,,,
596,Zach,Norvell Jr.,,,
597,Admiral,Schofield,,,
598,Johnathan,Motley,,,
599,Yoeli,Childs,,,
600,Caleb,Homesley,,,
601,Marlon,Taylor,,,
602,Tyler,Zeller,,,
603,Gerald,Green,,,
604,Ade,Murkey,,,
605,Courtney,Lee,,,
606,Kaleb,Wesson,,,
607,Dwayne,Sutton,,,
608,Klay,Thompson,,,
609,Vincent,Edwards,,,
610,Trevon,Bluiett,,,
611,Romaro,Gill,,,
612,Trevon,Scott,,,
613,Jake,Toolson,,,
614,Jerian,Grant,,,
615,Trevelin,Queen,,,
616,Kenny,Wooten,,,
617,Breein,Tyree,,,
618,E.J.,Montgomery,,,
619,Jahlil,Tripp,,,
620,Nigel,Williams-Goss,,,
621,LiAngelo,Ball,,,
622,Ky,Bowman,,,
623,Jordan,Ford,,,
624,Marko,Guduric,,,
625,Skal,Labissiere,,,
626,JR,Smith,,,
627,Troy,Daniels,,,
628,Joakim,Noah,,,
629,Michael,Frazier,,,
630,DeMarre,Carroll,,,
631,Luc,Mbah a Moute,,,
632,Malcolm,Miller,,,
633,Tyson,Chandler,,,
634,Marvin,Williams,,,
635,Kyle,Korver,,,
636,Dion,Waiters,,,
637,Emmanuel,Mudiay,,,
638,Josh,Reaves,,,
639,Antonius,Cleveland,,,
640,J.J.,Barea,,,
641,Melvin,Frazier Jr.,,,
642,Vic,Law,,,
643,Mario,Hezonja,,,
644,Kyle,O'Quinn,,,
645,Marial,Shayok,,,
646,Lance,Thomas,,,
647,Deonte,Burton,,,
648,Dewan,Hernandez,,,
649,Kyle,Alexander,,,
650,Devon,Hall,,,
651,Kevin,Hervey,,,
652,Johnathan,Williams,,,
653,Ian,Mahinmi,,,
654,Corey,Brewer,,,
655,Cheick,Diallo,,,
656,Marco,Belinelli,,,
657,Justin,Wright-Foreman,,,
658,Zylan,Cheatham,,,
659,Shabazz,Napier,,,
660,Jamal,Crawford,,,
661,Caleb,Swanigan,,,
662,Brandon,Knight,,,
663,Jordan,McRae,,,
664,Vince,Carter,,,
665,Joe,Chealey,,,
666,Sheldon,Mac,,,
667,Ante,Zizic,,,
668,Evan,Turner,,,
669,Thabo,Sefolosha,,,
670,Dragan,Bender,,,
671,Wilson,Chandler,,,
672,Sir'Dominic,Pointer,,,
673,John,Henson,,,
674,Allonzo,Trier,,,
675,Derrick,Walton Jr.,,,
676,TJ,Leaf,,,
677,Jacob,Evans,,,
678,Dusty,Hannahs,,,
679,Jonah,Bolden,,,
680,Allen,Crabbe,,,
681,J.P.,Macura,,,
682,Malik,Newman,,,
683,Jeremy,Pargo,,,
684,Tariq,Owens,,,
685,William,Howard,,,
686,Charles,Brown Jr.,,,
687,Ryan,Broekhoff,,,
688,Zhaire,Smith,,,
689,Kadeem,Allen,,,
690,Eric,Mika,,,
691,Josh,Gray,,,
692,Josh,Magette,,,
693,Shamorie,Ponds,,,
694,Chandler,Parsons,,,
695,Daryl,Macon,,,
696,Tyrone,Wallace,,,
697,Pau,Gasol,,,
698,Andrew,Bynum,,,
699,Kobe,Bryant,,,
700,Derek,Fisher,,,
701,Lamar,Odom,,,
702,Luke,Walton,,,
703,Jordan,Farmar,,,
704,Sasha,Vujacic,,,
705,Shannon,Brown,,,
706,DJ,Mbenga,,,
707,Josh,Powell,,,
708,Hedo,Turkoglu,,,
709,Rashard,Lewis,,,
710,Rafer,Alston,,,
711,Mickael,Pietrus,,,
712,Jameer,Nelson,,,
713,Tony,Battie,,,
714,Marcin,Gortat,,,
715,Adonal,Foyle,,,
716,Anthony,Johnson,,,
717,Zydrunas,Ilgauskas,,,
718,Delonte,West,,,
719,Mo,Williams,,,
720,Ben,Wallace,,,
721,Daniel,Gibson,,,
722,Wally,Szczerbiak,,,
723,Sasha,Pavlovic,,,
724,Tarence,Kinsey,,,
725,Darnell,Jackson,,,
726,Joe,Smith,,,
727,Tyronn,Lue,,,
728,Kenyon,Martin,,,
729,Nene,,,,
730,Dahntay,Jones,,,
731,Chauncey,Billups,,,
732,Chris,Andersen,,,
733,Anthony,Carter,,,
734,Linas,Kleiza,,,
735,Jason,Hart,,,
736,Johan,Petro,,,
737,Renaldo,Balkman,,,
738,Steven,Hunter,,,
739,Shane,Battier,,,
740,Luis,Scola,,,
741,Chuck,Hayes,,,
742,Metta,World Peace,,,
743,Aaron,Brooks,,,
744,Carl,Landry,,,
745,Von,Wafer,,,
746,Brent,Barry,,,
747,Brian,Cook,,,
748,James,White,,,
749,Joey,Dorsey,,,
750,Paul,Pierce,,,
751,Glen,Davis,,,
752,Kendrick,Perkins,,,
753,Ray,Allen,,,
754,Eddie,House,,,
755,Brian,Scalabrine,,,
756,Stephon,Marbury,,,
757,Tony,Allen,,,
758,Gabe,Pruitt,,,
759,Mikki,Moore,,,
760,Henry,Walker,,,
761,Josh,Howard,,,
762,Dirk,Nowitzki,,,
763,Erick,Dampier,,,
764,Jason,Terry,,,
765,Jason,Kidd,,,
766,Brandon,Bass,,,
767,Antoine,Wright,,,
768,James,Singleton,,,
769,Ryan,Hollins,,,
770,Matt,Carroll,,,
771,Josh,Smith,,,
772,Joe,Johnson,,,
773,Mike,Bibby,,,
774,Maurice,Evans,,,
775,Flip,Murray,,,
776,Zaza,Pachulia,,,
777,Mario,West,,,
778,Thomas,Gardner,,,
779,Solomon,Jones,,,
780,Acie,Law,,,
781,Yao,Ming,,,
782,Othello,Hunter,,,
783,Randolph,Morris,,,
784,Jeremy,Richardson,,,
785,Adam,Morrison,,,
786,James,Jones,,,
787,Joel,Anthony,,,
788,Dwyane,Wade,,,
789,Mario,Chalmers,,,
790,Michael,Beasley,,,
791,Daequan,Cook,,,
792,Jermaine,O'Neal,,,
793,Jamaal,Magloire,,,
